Location_o,Distance_km
Municipal STP Gangapur,18.93867104673471
"Municipal STP Pimpalgaon, Baswant",37.18795081114663
Chehedi STP,5.676081861871539
Chehedi STP,5.763450442726048
Tapvan,9.538014049115285
Agar Takali,9.53884461001882
Panchak,3.551098140048935
Agar Takali,6.653193218365262
Panchak,3.733042994702902
Panchak,3.670546144691918
Tapvan,7.980233705980236
