Location_o,Distance_km
"Opposite to Chamunda Devi Mandir, Nimazaga Washim",40.974982621498086
PDKV,23.86082046341664
Shiloda,20.744244110219054
"S.No. 752/1, Charmori, Shegaon, Dist.-Buldana",12.771333834978543
